carrier,hub,source_location_id,brand,zone,on_time_to_window,sales_channel,has_a_scope,ease_of_delivery,ease_of_scheduling,delivery_weekday,delivery_month,create_to_deliver,create_to_first_offer,create_to_visible,first_offer_to_delivery,hub_to_first_offer,ship_to_hub,visible_to_ship,create_to_ship,nps_score
SSYS,COGA,81,TEMPUR,Zone 1,Early,TRS,1,5.0,3.5,6,3,11.45833333,8.583333333,0.666666667,2.875,7.083333333,0.083333333,0.75,1.0,9.0
NVCP,BREA,91,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,2,6,14.54166667,12.58333333,2.791666667,1.958333333,1.25,6.833333333,1.708333333,4.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,3,18.5,11.58333333,7.708333333,6.916666667,1.958333333,0.291666667,1.625,9.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,1,7.333333333,5.583333333,0.625,1.75,4.083333333,0.125,0.75,1.0,10.0
SPCG,MORR,81,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,2.0,4,8,26.41666667,12.58333333,0.541666667,13.83333333,7.166666667,0.208333333,4.666666667,5.0,7.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,Direct to Consumer,0,2.5,5.0,2,12,7.375,4.583333333,0.791666667,2.791666667,3.083333333,0.0,0.708333333,1.0,7.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,1,5.0,4.5,2,12,14.54166667,4.583333333,0.791666667,9.958333333,3.083333333,0.083333333,0.625,1.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Missing Data,TRS,0,5.0,5.0,6,7,4.666666667,3.583333333,0.666666667,1.083333333,2.166666667,0.0,0.75,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,1,8.625,6.583333333,0.625,2.041666667,1.208333333,0.5,4.25,4.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,2,4,7.375,4.583333333,0.791666667,2.791666667,2.166666667,0.541666667,1.083333333,1.0,9.0
NVCP,BREA,185,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,11,15.29166667,14.58333333,3.708333333,0.708333333,0.958333333,7.083333333,2.833333333,6.0,9.0
PRNL,CHAN,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,6,5,11.41666667,7.958333333,1.958333333,3.458333333,3.416666667,2.125,0.458333333,2.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,Late,Direct to Consumer,1,4.0,1.0,4,11,23.33333333,14.58333333,0.666666667,8.75,12.25,0.541666667,1.125,1.0,6.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,6,18.66666667,13.58333333,11.58333333,5.083333333,1.083333333,0.125,0.791666667,12.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,3.5,5.0,6,11,4.458333333,3.583333333,0.583333333,0.875,1.208333333,0.541666667,1.25,1.0,8.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,2,12,12.33333333,5.5,0.708333333,6.833333333,3.083333333,0.5,1.208333333,1.0,9.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,1,20.66666667,12.54166667,0.5,8.125,1.166666667,2.75,8.125,8.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,5.0,7,2,12.33333333,4.583333333,0.5,7.75,2.25,0.791666667,1.041666667,1.0,7.0
PRNL,RLGH,81,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,11,7.625,4.583333333,0.625,3.041666667,2.25,0.458333333,1.25,1.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,3.5,5.0,7,8,12.41666667,8.208333333,0.75,4.208333333,3.791666667,2.125,1.541666667,2.0,8.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,10,10.625,4.583333333,0.75,6.041666667,0.875,1.333333333,1.625,2.0,10.0
PRNL,RIVE,421,SEALY,Zone 2,On time,640,0,5.0,5.0,6,7,15.5,13.58333333,1.625,1.916666667,7.166666667,0.166666667,4.625,6.0,10.0
DRYN,JKVL,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,3.0,7,6,11.54166667,8.541666667,0.708333333,3.0,5.083333333,0.125,2.625,3.0,10.0
NDLV,WCVA,81,TEMPUR,Zone 1,On time,Direct to Consumer,1,3.0,1.0,2,7,20.75,18.29166667,0.708333333,2.458333333,11.83333333,3.25,2.5,3.0,0.0
PRNL,RIVE,91,TEMPUR,Zone 2,On time,TRS,1,1.0,3.0,5,2,8.708333333,8.583333333,0.666666667,0.125,7.041666667,0.083333333,0.791666667,1.0,3.0
NVCP,BREA,420,SEALY,Zone 1,On time,Direct to Consumer,0,5.0,4.0,4,11,16.41666667,11.58333333,8.958333333,4.833333333,2.291666667,0.083333333,0.25,9.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,12,11.54166667,7.583333333,0.666666667,3.958333333,1.208333333,4.583333333,1.125,1.0,10.0
DRYN,SANA,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,8,11.45833333,6.5,0.916666667,4.958333333,1.041666667,0.541666667,4.0,4.0,10.0
SPCG,SPRI,436,SEALY,Zone 1,On time,Other,1,5.0,3.0,6,2,23.54166667,14.58333333,6.75,8.958333333,6.041666667,0.25,1.541666667,8.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,5,14.45833333,11.5,4.625,2.958333333,1.083333333,4.458333333,1.333333333,5.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,4,6,16.41666667,4.583333333,0.5,11.83333333,3.0,0.166666667,0.916666667,1.0,10.0
SSYS,PLFD,75,TEMPUR,Zone 2,Early,Direct to Consumer,0,5.0,5.0,6,7,11.375,5.625,1.166666667,5.75,3.25,0.791666667,0.416666667,1.0,10.0
SSYS,ORLN,421,SEALY,Zone 1,On time,Sealy.com,1,5.0,4.0,4,2,31.41666667,13.58333333,5.791666667,17.83333333,3.083333333,2.25,2.458333333,8.0,8.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,2,12,13.5,4.583333333,1.416666667,8.916666667,1.291666667,0.875,1.0,2.0,10.0
PRNL,SANF,190,TEMPUR,Zone 1,Late,TRS,0,2.0,5.0,7,1,12.45833333,10.58333333,2.5,1.875,7.041666667,0.083333333,0.958333333,3.0,5.0
SSYS,BRHT,75,TEMPUR,Zone 1,Early,TRS,1,5.0,3.0,6,12,11.375,3.583333333,0.875,7.791666667,1.125,0.958333333,0.625,1.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,Other,0,5.0,5.0,6,4,11.54166667,5.583333333,0.458333333,5.958333333,1.041666667,1.166666667,2.916666667,3.0,10.0
NDLV,DEMO,101,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,5,7,5.458333333,5.416666667,2.375,0.041666667,1.0,1.041666667,1.0,3.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,10,5.458333333,4.583333333,0.666666667,0.875,1.208333333,0.541666667,2.166666667,2.0,10.0
PRNL,NORX,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,6,8.333333333,8.0,0.583333333,0.333333333,5.458333333,0.0,1.958333333,2.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,5.0,7,3,8.541666667,7.583333333,0.666666667,0.958333333,1.125,2.083333333,3.708333333,4.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,2,9,9.458333333,7.583333333,3.5,1.875,4.0,0.0,5.75,9.0,10.0
SPCG,SLCY,170,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,9,9.541666667,8.583333333,0.708333333,0.958333333,2.208333333,0.833333333,4.833333333,5.0,7.0
PRNL,27,59,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,7,10,12.58333333,5.583333333,0.541666667,7.0,1.25,0.375,3.416666667,3.0,10.0
DRYN,SANA,150,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,4,7.416666667,6.5,0.791666667,0.916666667,2.041666667,0.541666667,3.125,3.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,4.0,4.5,6,2,7.666666667,6.583333333,0.291666667,1.083333333,2.125,0.541666667,3.625,3.0,10.0
SSYS,DAYT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,8,12.41666667,10.58333333,1.625,1.833333333,2.166666667,5.041666667,1.75,3.0,10.0
PRNL,CHRT,419,SEALY,Zone 1,On time,Big Lots,0,5.0,5.0,4,10,17.375,11.58333333,1.666666667,5.791666667,7.125,0.083333333,2.708333333,4.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,4.5,4,6,19.70833333,6.583333333,0.666666667,13.125,1.25,0.833333333,3.833333333,4.0,10.0
SSYS,DAYT,403,SEALY,Zone 1,On time,Big Lots,0,4.0,5.0,5,1,11.29166667,10.58333333,4.75,0.708333333,5.291666667,0.25,0.291666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,3.0,5.0,3,11,6.625,5.583333333,1.5,1.041666667,3.25,0.458333333,0.375,1.0,10.0
PRNL,CHAN,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,5,7.416666667,4.958333333,0.666666667,2.458333333,3.291666667,0.166666667,0.833333333,1.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,3.0,4.0,3,11,5.583333333,4.583333333,0.416666667,1.0,3.125,0.583333333,0.458333333,0.0,6.0
PRNL,VEGA,160,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,4,12,16.54166667,14.54166667,0.708333333,2.0,10.125,2.583333333,1.125,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,1,3.5,4.0,5,3,15.33333333,14.58333333,9.541666667,0.75,2.083333333,0.125,2.833333333,12.0,9.0
PRNL,RLGH,81,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,6,3,5.541666667,3.583333333,1.5,1.958333333,1.166666667,0.166666667,0.75,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,2,5.583333333,4.583333333,0.75,1.0,1.166666667,0.5,2.166666667,2.0,10.0
NDLV,DEMO,101,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,3,6,7.625,6.5,0.541666667,1.125,0.083333333,4.166666667,1.708333333,2.0,10.0
NVCP,RLNJ,44,SEALY,Zone 2,On time,Other,0,5.0,5.0,7,5,12.54166667,9.583333333,2.5,2.958333333,1.583333333,0.0,5.5,8.0,10.0
DRYN,HOUN,439,SEALY,Zone 1,Early,S&F.com,0,3.5,5.0,2,1,9.458333333,6.5,4.5,2.958333333,1.166666667,0.083333333,0.75,5.0,0.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,12,8.541666667,4.583333333,0.833333333,3.958333333,2.0,0.291666667,1.458333333,2.0,9.0
SSYS,TOLL,160,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,4,12,6.583333333,6.541666667,0.875,0.041666667,4.958333333,0.0,0.708333333,1.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,11,5.625,5.583333333,1.166666667,0.041666667,2.0,0.0,4.083333333,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,7,2,23.45833333,7.583333333,5.375,15.875,0.875,0.833333333,0.5,5.0,10.0
PRNL,28,445,SEALY,Zone 1,On time,Sealy.com,0,5.0,5.0,3,2,8.458333333,5.583333333,4.0,2.875,1.208333333,0.166666667,0.208333333,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Costco,0,5.0,4.0,6,3,5.583333333,4.583333333,1.375,1.0,2.083333333,0.041666667,1.083333333,2.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 2,Early,Direct to Consumer,0,4.0,3.0,6,1,9.583333333,9.583333333,0.708333333,0.0,7.083333333,1.083333333,0.708333333,1.0,9.0
PRNL,RIVE,91,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,3,3,18.5,6.583333333,0.75,11.91666667,2.125,1.0,2.708333333,3.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,5,10.5,3.583333333,1.166666667,6.916666667,1.208333333,0.375,0.833333333,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,4,6,19.54166667,5.583333333,0.583333333,13.95833333,2.083333333,0.083333333,2.833333333,3.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,TRS,1,3.5,5.0,7,3,12.45833333,5.583333333,0.666666667,6.875,1.166666667,1.083333333,2.666666667,3.0,8.0
SSYS,IRVN,150,TEMPUR,Zone 1,On time,Costco,1,3.5,4.5,6,5,11.41666667,2.583333333,0.541666667,8.833333333,1.291666667,0.583333333,0.166666667,0.0,7.0
SSYS,KNCY,436,SEALY,Zone 1,On time,Alternative Channels,0,5.0,5.0,7,5,17.45833333,8.583333333,0.625,8.875,3.041666667,0.166666667,4.75,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,7,9,11.54166667,8.583333333,2.5,2.958333333,1.166666667,0.791666667,4.125,6.0,10.0
SPCG,LITT,430,SEALY,Zone 3,On time,640,0,3.5,3.0,4,11,14.33333333,12.58333333,2.625,1.75,5.083333333,0.416666667,4.458333333,7.0,5.0
SSYS,ORLN,91,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,1.0,7,10,17.58333333,7.583333333,0.5,10.0,-0.75,6.625,1.208333333,1.0,0.0
SSYS,BRHT,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,4.0,3.0,4,8,23.45833333,5.583333333,0.708333333,17.875,2.166666667,1.666666667,1.041666667,1.0,5.0
SSYS,IRVN,150,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,4,10,7.458333333,3.583333333,0.708333333,3.875,1.166666667,0.958333333,0.75,1.0,10.0
NDLV,DEMO,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,4.0,4,11,3.666666667,3.583333333,1.166666667,0.083333333,1.166666667,1.041666667,0.208333333,1.0,10.0
SSYS,KNCY,101,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,6,5,3.666666667,2.583333333,0.708333333,1.083333333,0.25,0.875,0.75,1.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,12,17.41666667,9.5,1.625,7.916666667,1.041666667,0.958333333,5.875,7.0,10.0
SPCG,WAKE,75,TEMPUR,Zone 2,On time,Direct to Consumer,0,5.0,5.0,5,6,12.45833333,10.58333333,0.625,1.875,5.041666667,2.25,2.666666667,3.0,10.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,Direct to Consumer,0,2.5,2.0,4,12,8.666666667,3.541666667,1.333333333,5.125,1.083333333,0.291666667,0.833333333,2.0,0.0
PRNL,28,59,TEMPUR,Zone 1,On time,TRS,1,4.0,4.0,7,2,11.66666667,7.583333333,0.666666667,4.083333333,4.041666667,0.291666667,2.583333333,3.0,8.0
SSYS,BRHT,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,10,16.45833333,14.58333333,10.45833333,1.875,1.083333333,1.0,2.041666667,12.0,10.0
NDLV,WKAS,101,TEMPUR,Zone 1,Early,Direct to Consumer,1,1.0,2.0,5,8,7.625,6.458333333,1.75,1.166666667,0.958333333,1.166666667,2.583333333,4.0,0.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,5,7.583333333,3.583333333,0.541666667,4.0,1.208333333,0.5,1.333333333,1.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,5,10.58333333,10.58333333,1.541666667,0.0,7.875,0.208333333,0.958333333,2.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,2.0,4.5,3,7,15.5,5.541666667,0.708333333,9.958333333,1.25,2.041666667,1.541666667,2.0,5.0
PRNL,VEGA,160,TEMPUR,Zone 1,Late,TRS,0,5.0,5.0,2,8,21.5,17.54166667,13.66666667,3.958333333,0.875,1.166666667,1.833333333,15.0,10.0
NVCP,BREA,175,TEMPUR,Zone 3,On time,Direct to Consumer,1,5.0,4.0,5,5,21.70833333,21.58333333,0.166666667,0.125,21.08333333,0.125,0.208333333,0.0,10.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,2,12,7.458333333,3.583333333,0.75,3.875,2.166666667,0.0,0.666666667,1.0,10.0
PRNL,ROUS,75,TEMPUR,Zone 1,Early,TRS,1,5.0,5.0,6,5,7.416666667,5.583333333,3.416666667,1.833333333,1.208333333,0.541666667,0.416666667,3.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,3,17.5,15.58333333,7.708333333,1.916666667,5.125,1.5,1.25,8.0,10.0
SSYS,BRHT,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,7,8,4.583333333,4.208333333,0.583333333,0.375,0.75,1.125,1.75,2.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,5,7,9.416666667,7.583333333,0.791666667,1.833333333,4.125,0.541666667,2.125,2.0,10.0
SPCG,ALBU,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,7,12,11.625,11.58333333,0.625,0.041666667,9.041666667,0.916666667,1.0,1.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,3.5,7,4,5.416666667,4.5,0.791666667,0.916666667,2.083333333,0.583333333,1.041666667,1.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,TRS,1,4.0,2.0,5,6,21.66666667,6.583333333,0.916666667,15.08333333,2.0,0.291666667,3.375,4.0,7.0
DRYN,HOUN,439,SEALY,Zone 1,On time,Sealy.com,1,1.0,4.0,6,2,10.29166667,8.5,3.541666667,1.791666667,1.125,0.083333333,3.75,7.0,0.0
PRNL,RICA,417,SEALY,Zone 1,On time,640,1,5.0,1.5,7,1,36.33333333,14.58333333,6.875,21.75,4.0,0.0,1.333333333,8.0,5.0
DRYN,HILE,91,TEMPUR,Zone 2,On time,Direct to Consumer,1,4.5,5.0,3,2,6.583333333,3.541666667,0.791666667,3.041666667,1.083333333,0.25,1.416666667,2.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,TRS,0,4.0,4.0,6,1,4.416666667,3.583333333,0.791666667,0.833333333,1.916666667,0.333333333,0.541666667,1.0,8.0
NVCP,RLNJ,44,SEALY,Zone 2,On time,Other,0,5.0,5.0,2,2,17.45833333,13.58333333,5.5,3.875,2.583333333,0.0,5.5,11.0,10.0
PRNL,RICA,190,TEMPUR,Zone 2,On time,TRS,0,5.0,5.0,6,1,15.41666667,12.58333333,0.458333333,2.833333333,11.0,0.0,14.83333333,15.0,10.0
PRNL,RICA,190,TEMPUR,Zone 1,On time,Direct to Consumer,0,1.0,1.0,3,3,8.541666667,3.583333333,0.666666667,4.958333333,2.0,0.0,7.625,8.0,0.0
SSYS,LEXI,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.5,2,11,10.5,8.583333333,0.708333333,1.916666667,4.083333333,0.875,2.916666667,3.0,8.0
PRNL,DEVR,170,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,9,8.625,4.583333333,0.791666667,4.041666667,2.166666667,0.083333333,1.541666667,2.0,10.0
PRNL,VEGA,160,TEMPUR,Zone 1,Late,TRS,1,5.0,5.0,6,10,31.5,13.54166667,6.541666667,17.95833333,4.041666667,1.041666667,1.916666667,8.0,10.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,TRS,0,4.5,5.0,6,8,4.375,3.541666667,0.791666667,0.833333333,1.125,0.25,1.375,2.0,8.0
SPCG,LITT,150,TEMPUR,Zone 3,On time,Direct to Consumer,1,1.0,1.0,6,9,13.75,13.58333333,2.416666667,0.166666667,4.166666667,3.0,4.0,6.0,1.0
NVCP,RLNJ,59,TEMPUR,Zone 1,On time,Direct to Consumer,1,5.0,5.0,6,4,11.5,3.583333333,1.166666667,7.916666667,1.041666667,0.291666667,1.083333333,2.0,10.0
PRNL,28,59,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,3,7,12.41666667,5.583333333,0.708333333,6.833333333,1.208333333,2.5,1.166666667,1.0,10.0
SSYS,NAVI,81,TEMPUR,Zone 1,On time,Other,0,5.0,5.0,6,3,9.333333333,8.583333333,0.708333333,0.75,2.125,0.958333333,4.791666667,5.0,10.0
NVCP,RLNJ,59,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,3,10.375,7.583333333,1.541666667,2.791666667,2.083333333,0.208333333,3.75,5.0,9.0
PRNL,DEVR,170,TEMPUR,Zone 1,Early,TRS,0,4.5,4.5,7,4,15.33333333,6.583333333,0.791666667,8.75,2.125,0.125,3.541666667,4.0,9.0
DRYN,HILE,91,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,11,6.666666667,5.541666667,2.375,1.125,1.125,0.208333333,1.833333333,4.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,Missing Data,Direct to Consumer,0,5.0,5.0,7,9,12.75,11.58333333,1.458333333,1.166666667,6.958333333,1.25,1.916666667,3.0,7.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,4.0,6,6,9.375,9.0,0.416666667,0.375,3.666666667,2.541666667,2.375,2.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,4.0,3,4,7.583333333,3.583333333,0.791666667,4.0,2.083333333,0.083333333,0.625,1.0,9.0
NDLV,DEMO,101,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,5.0,5,6,6.416666667,5.666666667,0.875,0.75,0.083333333,1.25,3.458333333,4.0,10.0
NVCP,BREA,175,TEMPUR,Zone 2,On time,TRS,0,4.0,3.5,2,5,5.333333333,2.583333333,0.75,2.75,0.916666667,0.291666667,0.625,1.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,6,1,3.291666667,2.5,0.583333333,0.791666667,1.083333333,0.625,0.208333333,0.0,10.0
NVCP,BREA,160,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,4,9,8.541666667,7.583333333,1.458333333,0.958333333,1.166666667,3.0,1.958333333,3.0,10.0
SPCG,TUAL,185,TEMPUR,Zone 1,Early,Costco,1,1.5,1.0,2,6,28.04166667,7.583333333,0.541666667,20.45833333,4.125,0.958333333,1.958333333,2.0,2.0
PRNL,28,445,SEALY,Zone 1,On time,Wayfair,1,5.0,5.0,4,3,13.66666667,12.58333333,9.0,1.083333333,1.125,0.125,2.333333333,11.0,10.0
PRNL,CHRT,81,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,7,9,11.33333333,7.583333333,0.666666667,3.75,4.25,0.416666667,2.25,2.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Late,TRS,0,4.0,4.0,6,5,4.75,4.75,0.708333333,0.0,1.208333333,0.666666667,2.166666667,2.0,10.0
PRNL,ROUS,403,SEALY,Zone 3,On time,Big Lots,0,1.0,1.0,3,7,11.66666667,11.58333333,3.583333333,0.083333333,5.333333333,0.208333333,2.458333333,6.0,0.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,7,2,12.5,3.583333333,0.666666667,8.916666667,1.208333333,0.5,1.208333333,1.0,10.0
SSYS,HUNV,81,TEMPUR,Zone 3,On time,Direct to Consumer,0,5.0,4.0,4,8,29.66666667,29.16666667,13.33333333,0.5,7.75,0.75,7.333333333,20.0,10.0
NVCP,RLNJ,44,SEALY,Zone 1,On time,Other,0,5.0,5.0,3,2,19.625,13.58333333,6.5,6.041666667,1.583333333,0.0,5.5,12.0,10.0
PRNL,RIVE,91,TEMPUR,Zone 1,Early,TRS,0,5.0,5.0,6,5,4.458333333,3.583333333,0.625,0.875,2.0,0.166666667,0.791666667,1.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,8,20.54166667,7.583333333,0.75,12.95833333,2.208333333,0.875,3.75,4.0,9.0
DRYN,JKVL,91,TEMPUR,Zone 1,Late,Direct to Consumer,0,5.0,4.0,4,2,8.625,3.541666667,0.583333333,5.083333333,1.125,0.833333333,1.0,1.0,10.0
PRNL,SANF,190,TEMPUR,Zone 1,Missing Data,TRS,0,5.0,5.0,4,6,8.375,3.0,0.5,5.375,1.333333333,0.166666667,1.0,1.0,8.0
PRNL,CHIC,75,TEMPUR,Zone 1,On time,Direct to Consumer,0,5.0,5.0,4,3,15.375,4.583333333,0.708333333,10.79166667,2.291666667,0.458333333,1.125,1.0,10.0
DRYN,HOUN,150,TEMPUR,Zone 1,On time,TRS,0,5.0,4.5,6,1,17.33333333,9.5,0.666666667,7.833333333,2.083333333,5.583333333,1.166666667,1.0,10.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,TRS,0,5.0,5.0,5,10,10.45833333,4.583333333,2.791666667,5.875,1.083333333,0.166666667,0.541666667,3.0,10.0
SPCG,SYRC,447,SEALY,Zone 1,On time,Alternative Channels,0,5.0,1.0,5,10,26.58333333,20.58333333,10.75,6.0,7.166666667,0.083333333,2.583333333,13.0,4.0
NDLV,DEMO,101,TEMPUR,Zone 1,On time,TRS,1,5.0,5.0,3,2,19.66666667,19.625,0.666666667,0.041666667,12.16666667,6.083333333,0.708333333,1.0,9.0
DRYN,SANA,439,SEALY,Zone 1,On time,640,0,5.0,5.0,5,9,9.541666667,9.5,2.583333333,0.041666667,1.958333333,0.333333333,4.625,7.0,10.0
PRNL,27,59,TEMPUR,Zone 2,Late,Direct to Consumer,0,5.0,5.0,5,12,21.54166667,16.58333333,6.708333333,4.958333333,3.208333333,0.083333333,6.583333333,13.0,10.0
PRNL,CHIC,75,TEMPUR,Zone 1,Early,Direct to Consumer,0,5.0,5.0,5,12,4.333333333,3.583333333,1.208333333,0.75,1.25,0.416666667,0.708333333,1.0,10.0
DRYN,AUSN,150,TEMPUR,Zone 1,On time,TRS,1,4.5,5.0,4,4,8.583333333,7.5,0.666666667,1.083333333,4.083333333,0.5,2.25,2.0,5.0
PRNL,DEVR,170,TEMPUR,Zone 3,On time,TRS,0,5.0,5.0,5,2,9.583333333,9.583333333,0.791666667,0.0,8.083333333,0.083333333,0.625,1.0,10.0
NVCP,LKWD,185,TEMPUR,Zone 1,On time,Direct to Consumer,0,4.0,4.0,2,12,7.0,4.583333333,0.541666667,2.416666667,3.0,0.041666667,1.0,1.0,8.0
NVCP,BREA,175,TEMPUR,Zone 1,On time,Direct to Consumer,0,1.0,1.0,7,6,12.33333333,3.583333333,0.708333333,8.75,1.958333333,0.208333333,0.708333333,1.0,7.0
